level_0,index,Category_L1,Category_L2,Category_L3,Category_L4,Category_L4_includefeed,Category_L0,Material_Group,Material,Material_Description,Text,Vendor_Country,Vendor_Name,Vendor_Code,Vendor_City,Vendor_Latitude,Vendor_Longitude,Plant_Country,Plant_Code,Plant_Name,Base_Unit_of_Measure,Converted_units,Fiscal_Year,Quantity,Product_weight_in_tonnes,Municipality,Conversion_name,Conversion_factor,Category_L4_LCA,LCA_match,LCA_match_animal_husbandry,Locally_sourced_update,Fabio_source_commodity,Harvest_Country,Converted crop weight (tonnes),unique_id_x,Global Warming Potential (kg CO2-Eq),Air Pollution (kg PM2.5-Eq),Land Use (m2),Water Pollution (kg P eq),Land Transformation (m2),Soil Pollution (kg SO2 eq),Water Use (m3)
1670,1670,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,JAGATJIT INDUSTRIES LIMITED,111933,N/A,N/A,N/A,IN,3897,VINDESHWARI EXIM PVT LTD,BL,Kg,F22,342922.2377,266.9381712,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,816.4813877,"Rice, at farm/IN Economic",1083492.883,1673.786845,1201217.372,374.8783091,103.809614,2223.713734,174969.5375
1671,1671,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,JAGATJIT INDUSTRIES LIMITED,111933,N/A,N/A,N/A,IN,1260,USL Nimapara,BL,Kg,F22,273266.1582,212.7135924,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,650.6336058,"Rice, at farm/IN Economic",863408.3913,1333.798892,957220.0934,298.7311525,82.72328616,1772.021882,139428.8502
1672,1672,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,JAGATJIT INDUSTRIES LIMITED,111933,N/A,N/A,N/A,IN,1310,USL-Bloomcraft (Odisha),BL,Kg,F22,96446.87935,75.07853742,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,229.6353903,"Rice, at farm/IN Economic",304732.3734,470.7525501,337842.3859,105.4345244,29.19645394,625.4194876,49210.18242
1673,1673,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303751,HBS W 284,N/A,IN,KARNATAKA STATE BEVARAGES CORPORATI,258236,N/A,N/A,N/A,IN,1054,USL Hyderabad AP,BL,Kg,F22,3765.179007,2.9309135,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,8.964710486,"Rice, at farm/IN Economic",11896.41327,18.3776565,13188.99137,4.116046684,1.139797121,24.41568189,1921.110844
1674,1674,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300643,ENA -Triple Distilled-Grain,N/A,IN,KARNATAKA STATE BEVERAGES CORP LTD,247691,N/A,N/A,N/A,IN,1303,USL-HOSKOTE(BANGALORE),BL,Kg,F22,273266.1582,212.7135924,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,650.6336058,"Rice, at farm/IN Economic",863408.3913,1333.798892,957220.0934,298.7311525,82.72328616,1772.021882,139428.8502
1675,1675,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,KARNATAKA STATE BEVERAGES CORP LTD,247691,N/A,N/A,N/A,IN,1303,USL-HOSKOTE(BANGALORE),BL,Kg,F22,286661.5581,223.1405717,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,682.52741,"Rice, at farm/IN Economic",905732.3321,1399.181191,1004142.647,313.3748365,86.77834921,1858.885699,146263.5977
1676,1676,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300035,EXTRA NEUTRAL ALCOHOL,N/A,IN,KARNATAKA STATE BEVERAGES CORP LTD,247691,N/A,N/A,N/A,IN,1303,USL-HOSKOTE(BANGALORE),BL,Kg,F22,69656.07953,54.21922068,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,165.8477819,"Rice, at farm/IN Economic",220084.4919,339.9879528,243997.2787,76.14715653,21.08632784,451.6918522,35540.6873
1677,1677,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,302977,HBS W268,N/A,IN,KARNATAKA STATE BEVERAGES CORP LTD,247691,N/A,N/A,N/A,IN,1303,USL-HOSKOTE(BANGALORE),BL,Kg,F22,10716.31993,8.342655064,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,25.51504337,"Rice, at farm/IN Economic",33859.1526,52.3058389,37538.04288,11.71494716,3.244050438,69.49105418,5467.798047
1678,1678,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303684,HBS W279,N/A,IN,KARNATAKA STATE BEVERAGES CORP LTD,247691,N/A,N/A,N/A,IN,1303,USL-HOSKOTE(BANGALORE),BL,Kg,F22,3214.895978,2.502260703,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,7.65451301,"Rice, at farm/IN Economic",10157.74578,15.69175167,11261.41286,3.514484147,0.9732151313,20.84731625,1640.339414
1679,1679,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,KARNATAKA STATE BEVERAGES CORP. LTD,247872,N/A,N/A,N/A,IN,1265,USL  Distillery - Gulbarga,BL,Kg,F22,1789625.428,1393.078725,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,4261.012242,"Rice, at farm/IN Economic",5654478.484,8735.075096,6268853.161,1956.396175,541.7564231,11605.00605,913122.2738
1680,1680,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303491,HBS W231,N/A,IN,KARNATAKA STATE BEVERAGES CORP. LTD,247872,N/A,N/A,N/A,IN,1265,USL  Distillery - Gulbarga,BL,Kg,F22,12859.58391,10.00904281,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,30.61805204,"Rice, at farm/IN Economic",40630.98312,62.76700668,45045.65145,14.05793659,3.892860525,83.38926502,6561.357656
1681,1681,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303279,HBS - W239,N/A,IN,KARNATAKA STATE BEVERAGES CORP. LTD,247872,N/A,N/A,N/A,IN,1265,USL  Distillery - Gulbarga,BL,Kg,F22,3750.711975,2.92019718,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,8.930265178,"Rice, at farm/IN Economic",11850.70341,18.30704361,13138.31501,4.100231505,1.135417653,24.32186896,1913.729316
1682,1682,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300035,EXTRA NEUTRAL ALCOHOL,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,223526,N/A,N/A,N/A,IN,1095,USL  Distillery - Hassan,BL,Kg,F22,9998326.493,7782.898809,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,23805.53546,"Rice, at farm/IN Economic",31590589.38,48801.34769,35022994.01,10930.0457,3026.699058,64835.15355,5101455.578
1683,1683,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300035,EXTRA NEUTRAL ALCOHOL,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,228245,N/A,N/A,N/A,IN,1204,USL-Hubli,BL,Kg,F22,8433743.783,6564.999765,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,20080.33913,"Rice, at farm/IN Economic",26647153.1,41164.69521,29542439.75,9219.663414,2553.067694,54689.45964,4303157.063
1684,1684,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,224285,N/A,N/A,N/A,IN,1202,USL-Nelamangala,BL,Kg,F22,3292589.298,2563.016879,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,7839.497074,"Rice, at farm/IN Economic",10403224.64,16070.969,11533563.67,3599.417514,996.7344969,21351.1264,1679980.95
1685,1685,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,223526,N/A,N/A,N/A,IN,1095,USL  Distillery - Hassan,BL,Kg,F22,2491544.383,1939.466371,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,5932.247582,"Rice, at farm/IN Economic",7872252.98,12161.10754,8727594.969,2723.725214,754.2417267,16156.6701,1271263.046
1686,1686,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,228245,N/A,N/A,N/A,IN,1204,USL-Hubli,BL,Kg,F22,1987877.347,1547.404449,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,4733.040544,"Rice, at farm/IN Economic",6280872.807,9702.733116,6963306.954,2173.122698,601.7713562,12890.59055,1014276.538
1687,1687,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,302921,EXTRA NEUTRAL ALCOHOL-MAIN,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,224285,N/A,N/A,N/A,IN,1202,USL-Nelamangala,BL,Kg,F22,2408492.904,1874.820171,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,5734.505996,"Rice, at farm/IN Economic",7609844.547,11755.73729,8436675.137,2632.934374,729.1003358,15618.11443,1228887.611
1688,1688,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1006,USL-Distillery-Kumbalgodu,BL,Kg,F22,1232376.792,959.3088855,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,2934.229987,"Rice, at farm/IN Economic",3893802.549,6015.171473,4316874.931,1347.218923,373.0658003,7991.471231,628796.7754
1689,1689,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303952,HBS W262,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1006,USL-Distillery-Kumbalgodu,BL,Kg,F22,29469.8798,22.93828281,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,70.16636926,"Rice, at farm/IN Economic",93112.66965,143.841057,103229.6179,32.21610469,8.921138703,191.100399,15036.44463
1690,1690,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,304599,HBS W359,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1006,USL-Distillery-Kumbalgodu,BL,Kg,F22,34828.03977,27.11228942,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,82.92389094,"Rice, at farm/IN Economic",110042.246,169.9939764,121998.6394,38.07357826,10.54316392,225.8459261,17770.34365
1691,1691,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,304012,HBS W243,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1006,USL-Distillery-Kumbalgodu,BL,Kg,F22,26790.79982,20.85395858,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,63.78760841,"Rice, at farm/IN Economic",84647.8815,130.7645972,93845.1072,29.2873679,8.110126094,173.7276355,13669.49512
1692,1692,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,300001,MALT SPIRIT MS S 12,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1236,Special Spirits -KUMBALAGODU,BL,Kg,F22,26790.79982,20.85395858,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,63.78760841,"Rice, at farm/IN Economic",84647.8815,130.7645972,93845.1072,29.2873679,8.110126094,173.7276355,13669.49512
1693,1693,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303684,HBS W279,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1006,USL-Distillery-Kumbalgodu,BL,Kg,F22,24111.71984,18.76963435,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,57.40884757,"Rice, at farm/IN Economic",76183.09335,117.6881375,84460.59648,26.35863111,7.299113485,156.3548719,12302.54561
1694,1694,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303722,Malt Spirit - MS02,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1236,Special Spirits -KUMBALAGODU,BL,Kg,F22,13395.39991,10.42697929,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,31.89380421,"Rice, at farm/IN Economic",42323.94075,65.38229862,46922.5536,14.64368395,4.055063047,86.86381773,6834.747558
1695,1695,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303491,HBS W231,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,228245,N/A,N/A,N/A,IN,1204,USL-Hubli,BL,Kg,F22,16074.47989,12.51130352,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,38.27256505,"Rice, at farm/IN Economic",50788.7289,78.45875835,56307.06432,17.57242074,4.866075656,104.2365813,8201.69707
1696,1696,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303276,HBS - W349,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1006,USL-Distillery-Kumbalgodu,BL,Kg,F22,9644.687935,7.50678211,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,22.96353903,"Rice, at farm/IN Economic",30473.23734,47.07525501,33784.23859,10.54345244,2.919645394,62.54194876,4921.018242
1697,1697,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300643,ENA -Triple Distilled-Grain,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1006,USL-Distillery-Kumbalgodu,BL,Kg,F22,53581.59964,41.70791716,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,127.5752168,"Rice, at farm/IN Economic",169295.763,261.5291945,187690.2144,58.57473579,16.22025219,347.4552709,27338.99023
1698,1698,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303761,HBS W218,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1006,USL-Distillery-Kumbalgodu,BL,Kg,F22,8037.239946,6.258330838,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,19.13628252,"Rice, at farm/IN Economic",25394.36445,39.22937917,28153.53216,8.786210369,2.433037828,52.11829064,4100.848535
1699,1699,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303973,HBS W215,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1006,USL-Distillery-Kumbalgodu,BL,Kg,F22,5358.159964,4.168648452,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,12.75752168,"Rice, at farm/IN Economic",16929.5763,26.15291945,18769.02144,5.857473579,1.622025219,34.74552709,2733.899023
1700,1700,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303491,HBS W231,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,224285,N/A,N/A,N/A,IN,1202,USL-Nelamangala,BL,Kg,F22,8037.239946,6.258330838,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,19.13628252,"Rice, at farm/IN Economic",25394.36445,39.22937917,28153.53216,8.786210369,2.433037828,52.11829064,4100.848535
1701,1701,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,302976,HBS W233,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1006,USL-Distillery-Kumbalgodu,BL,Kg,F22,6429.791957,5.004521406,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,15.30902602,"Rice, at farm/IN Economic",20315.49156,31.38350334,22522.82573,7.028968295,1.946430263,41.69463251,3280.678828
1702,1702,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303279,HBS - W239,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,228245,N/A,N/A,N/A,IN,1204,USL-Hubli,BL,Kg,F22,4286.527971,3.338133658,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,10.20601735,"Rice, at farm/IN Economic",13543.66104,20.92233556,15015.21715,4.685978863,1.297620175,27.79642167,2187.119219
1703,1703,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303277,HBS - W565,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,219607,N/A,N/A,N/A,IN,1006,USL-Distillery-Kumbalgodu,BL,Kg,F22,1430.62871,1.114497273,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,3.406258289,"Rice, at farm/IN Economic",4520.196872,6.982829493,5011.328724,1.563945446,0.4330807334,9.277055733,729.9510392
1704,1704,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303491,HBS W231,N/A,IN,KARNATAKA STATE BEVERAGES CORPN LTD,223526,N/A,N/A,N/A,IN,1095,USL  Distillery - Hassan,BL,Kg,F22,1607.447989,1.253809432,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,3.827256505,"Rice, at farm/IN Economic",5078.87289,7.845875835,5630.706432,1.757242074,0.4866075656,10.42365813,820.169707
1705,1705,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,KARNATAKA STATE BEVERAGES CORPORATI,257361,N/A,N/A,N/A,IN,1312,USL-Hermes Distillery Pvt ltd,BL,Kg,F22,7903285.947,6152.078526,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,18817.34448,"Rice, at farm/IN Economic",24971125.04,38575.55619,27684306.62,8639.773529,2392.487198,51249.65246,4032501.059
1706,1706,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,304012,HBS W243,N/A,IN,KARNATAKA STATE BEVERAGES CORPORATI,257361,N/A,N/A,N/A,IN,1312,USL-Hermes Distillery Pvt ltd,BL,Kg,F22,27862.43181,21.68983153,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,66.33911275,"Rice, at farm/IN Economic",88033.79676,135.9951811,97598.91148,30.45886261,8.434531138,180.6767409,14216.27492
1707,1707,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303973,HBS W215,N/A,IN,KARNATAKA STATE BEVERAGES CORPORATI,257361,N/A,N/A,N/A,IN,1312,USL-Hermes Distillery Pvt ltd,BL,Kg,F22,18753.55987,14.59562774,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,44.65132589,"Rice, at farm/IN Economic",59253.51705,91.53521807,65691.57504,20.50115753,5.677088266,121.6093448,9568.646582
1708,1708,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303761,HBS W218,N/A,IN,KARNATAKA STATE BEVERAGES CORPORATI,257361,N/A,N/A,N/A,IN,1312,USL-Hermes Distillery Pvt ltd,BL,Kg,F22,26790.79982,20.85395858,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,63.78760841,"Rice, at farm/IN Economic",84647.8815,130.7645972,93845.1072,29.2873679,8.110126094,173.7276355,13669.49512
1709,1709,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303952,HBS W262,N/A,IN,KARNATAKA STATE BEVERAGES CORPORATI,257361,N/A,N/A,N/A,IN,1312,USL-Hermes Distillery Pvt ltd,BL,Kg,F22,5358.159964,4.168648452,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,12.75752168,"Rice, at farm/IN Economic",16929.5763,26.15291945,18769.02144,5.857473579,1.622025219,34.74552709,2733.899023
1710,1710,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,302985,HBS R232,N/A,IN,KARNATAKA STATE BEVERAGES CORPORATI,257361,N/A,N/A,N/A,IN,1312,USL-Hermes Distillery Pvt ltd,BL,Kg,F22,13395.39991,10.42697929,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,31.89380421,"Rice, at farm/IN Economic",42323.94075,65.38229862,46922.5536,14.64368395,4.055063047,86.86381773,6834.747558
1711,1711,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,300002,Grape Spirit GR 02,N/A,IN,KARNATAKA STATE BEVERAGES CORPORATI,257361,N/A,N/A,N/A,IN,1312,USL-Hermes Distillery Pvt ltd,BL,Kg,F22,2679.079982,2.084324226,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,6.378760841,"Rice, at farm/IN Economic",8464.78815,13.07645972,9384.51072,2.92873679,0.8110126094,17.37276355,1366.949512
1712,1712,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,303491,HBS W231,N/A,IN,KARNATAKA STATE BEVERAGES CORPORATI,257361,N/A,N/A,N/A,IN,1312,USL-Hermes Distillery Pvt ltd,BL,Kg,F22,2679.079982,2.084324226,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,6.378760841,"Rice, at farm/IN Economic",8464.78815,13.07645972,9384.51072,2.92873679,0.8110126094,17.37276355,1366.949512
1713,1713,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,MADHUCON SUGAR AND POWER INDUSTRIES,111983,N/A,N/A,N/A,IN,1054,USL Hyderabad AP,BL,Kg,F22,578681.2761,450.45515,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,1377.812342,"Rice, at farm/IN Economic",1828394.24,2824.515301,2027054.315,632.6071465,175.1787236,3752.516926,295261.0945
1714,1714,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,MADHUCON SUGAR AND POWER INDUSTRIES,111983,N/A,N/A,N/A,IN,2501,United Spirits Ltd -MALKAJGIRI,BL,Kg,F22,337564.0777,262.7641646,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,803.723866,"Rice, at farm/IN Economic",1066563.307,1647.633925,1182448.351,369.0208355,102.1875888,2188.968207,172235.6385
1715,1715,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300217,Grain ENA McD,N/A,IN,NADHI BIO PRODUCTS PVT LTD,111949,N/A,N/A,N/A,IN,1054,USL Hyderabad AP,BL,Kg,F22,305415.118,237.7415576,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,727.1787359,"Rice, at farm/IN Economic",964985.8491,1490.716409,1069834.222,333.875994,92.45543747,1980.495044,155832.2443
1716,1716,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,304091,HBS W249,N/A,IN,NEDPL - Guwahati,993720,N/A,N/A,N/A,IN,3710,CDPL - Guwahati,BL,Kg,F22,8573.055942,6.670909155,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,20.41203469,"Rice, at farm/IN Economic",27087.32208,41.84467112,30030.4343,9.371957727,2.59524035,55.59284335,4374.238437
1717,1717,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,304091,HBS W249,N/A,IN,NEDPL - Guwahati,993720,N/A,N/A,N/A,IN,3970,Brahmaputra,BL,Kg,F22,1607.447989,1.253809432,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,3.827256505,"Rice, at farm/IN Economic",5078.87289,7.845875835,5630.706432,1.757242074,0.4866075656,10.42365813,820.169707
1718,1718,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Special Spirits,302985,HBS R232,N/A,IN,NEDPL - Guwahati,993720,N/A,N/A,N/A,IN,3710,CDPL - Guwahati,BL,Kg,F22,696.5607953,0.5411741564,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,1.658477819,"Rice, at farm/IN Economic",2200.844919,3.399879528,2439.972787,0.7614715653,0.2108632784,4.516918522,355.406873
1719,1719,Raw Materials,Bought in Liquid,Neutral Spirit,GNS,,GNS,Spirits,300643,ENA -Triple Distilled-Grain,N/A,IN,OM SONS MARKETING PRIVATE LIMITED,8100073,N/A,N/A,N/A,IN,1301,USL-GANGAPUR(AURANGBAD),BL,Kg,F22,107163.1993,83.41583432,N/A,GNS TO broken rice IN,0.002380952,Broken Rice,"Rice, at farm/IN Economic",N/A,Yes,N/A,India,255.1504337,"Rice, at farm/IN Economic",338591.526,523.058389,375380.4288,117.1494716,32.44050438,694.9105418,54677.98047
