level_0,index,Category_L1,Category_L2,Category_L3,Category_L4,Category_L4_includefeed,Category_L0,Material_Group,Material,Material_Description,Text,Vendor_Country,Vendor_Name,Vendor_Code,Vendor_City,Vendor_Latitude,Vendor_Longitude,Plant_Country,Plant_Code,Plant_Name,Base_Unit_of_Measure,Converted_units,Fiscal_Year,Quantity,Product_weight_in_tonnes,Municipality,Conversion_name,Conversion_factor,Category_L4_LCA,LCA_match,LCA_match_animal_husbandry,Locally_sourced_update,Fabio_source_commodity,Harvest_Country,Converted crop weight (tonnes),unique_id_x,Global Warming Potential (kg CO2-Eq),Air Pollution (kg PM2.5-Eq),Land Use (m2),Water Pollution (kg P eq),Land Transformation (m2),Soil Pollution (kg SO2 eq),Water Use (m3)
727,727,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,NAZMİ KAÇAR,5039023,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,9090,9.09,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,12.7114096,grape//[RoW] grape production,1554.02461,3.725332813,4315.252172,0.6711854983,0.08080791936,8.900382188,1333.130946
728,728,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200026,GAMAY ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,NAZMİ KAÇAR,5039023,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,7170,7.17,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,10.0264914,grape//[RoW] grape production,1225.781788,2.938463836,3403.779766,0.5294169442,0.06373957996,7.020433475,1051.545532
729,729,Raw Materials,Bought in Liquid,Neutral Spirit,Molasses (CNS),,Bought in liquids,Neutral Spirit - Miscellaneous derived (145D),308723,Ethanol - Neutral spirit,Ethanol - Neutral spirit,ZA,NCP ALCOHOLS PTY LTD,1000065989,Durban,-29.806383,31.007554,NG,NP2,Nigeria Purchase Plant,L,LPA,F22,4245518,3304.8,N/A,CNS TO molasses from sugarcane AFR,0.003676471,Sugarcane,"Sugar cane, at farm/SD Economic",N/A,Yes,N/A,South Africa,15608.52381,"Sugar cane, at farm/SD Economic",396093.5797,116.9078433,1913827.016,268.0131819,69.16358072,719.1444724,1425168.694
730,730,Raw Materials,Bought in Liquid,Neutral Spirit,Molasses (CNS),,Bought in liquids,SPIRITS (1606),36000889,Imported Neutral spirit H PURITY,Imported Neutral spirit H PURITY,ZA,NCP ALCOHOLS PTY LTD,1000041429,DURBAN,-29.808127,31.007743,KE,UD1,Kenya Breweries UDV,LPA,LPA,F22,374734,302.59,N/A,CNS TO molasses from sugarcane AFR,0.003676471,Sugarcane,"Sugar cane, at farm/SD Economic",N/A,Yes,N/A,South Africa,1377.698684,"Sugar cane, at farm/SD Economic",34961.5127,10.31896314,168925.4534,23.65639521,6.104778087,63.47585494,125793.6406
731,731,Raw Materials,Bought in Liquid,Neutral Spirit,Molasses (CNS),,Bought in liquids,SPIRITS (1606),36000888,Imported standard neutral spirit,Imported standard neutral spirit,ZA,NCP ALCOHOLS PTY LTD,1000041429,DURBAN,-29.808127,31.007743,KE,UDS1,SIT Imports UDV Kenya Limited,LPA,LPA,F22,462607,373.55,N/A,CNS TO molasses from sugarcane AFR,0.003676471,Sugarcane,"Sugar cane, at farm/SD Economic",N/A,Yes,N/A,South Africa,1700.76122,"Sugar cane, at farm/SD Economic",43159.78936,12.73870154,208537.5151,29.20368587,7.536313963,78.36058332,155291.5367
732,732,Raw Materials,Bought in Liquid,Neutral Spirit,Molasses (CNS),,Bought in liquids,SPIRITS (1606),36000888,Imported standard neutral spirit,Imported standard neutral spirit,ZA,NCP ALCOHOLS PTY LTD,1000041429,DURBAN,-29.808127,31.007743,KE,UD1,Kenya Breweries UDV,LPA,LPA,F22,368457,297.53,N/A,CNS TO molasses from sugarcane AFR,0.003676471,Sugarcane,"Sugar cane, at farm/SD Economic",N/A,Yes,N/A,South Africa,1354.621475,"Sugar cane, at farm/SD Economic",34375.88819,10.14611485,166095.8594,23.26013762,6.002519707,62.41259956,123686.5282
733,733,Raw Materials,Bought in Liquid,Neutral Spirit,Molasses (CNS),,Bought in liquids,SPIRITS (1606),36000889,Imported Neutral spirit H PURITY,Imported Neutral spirit H PURITY,ZA,NCP ALCOHOLS PTY LTD,1000041429,DURBAN,-29.808127,31.007743,KE,UDS1,SIT Imports UDV Kenya Limited,LPA,LPA,F22,117540,94.91,N/A,CNS TO molasses from sugarcane AFR,0.003676471,Sugarcane,"Sugar cane, at farm/SD Economic",N/A,Yes,N/A,South Africa,432.1324013,"Sugar cane, at farm/SD Economic",10966.11517,3.236671686,52985.57854,7.420123857,1.914839903,19.9099948,39456.7467
734,734,Raw Materials,Bought in Liquid,Neutral Spirit,Molasses (CNS),,Bought in liquids,Neutral Spirit - Miscellaneous derived (145D),308723,Ethanol - Neutral spirit,Ethanol - Neutral spirit,ZA,NCP ALCOHOLS PTY LTD,1000065989,Durban,-29.806383,31.007554,CM,CMS1,Douala SIT,L,LPA,F22,93887,73.08,N/A,CNS TO molasses from sugarcane AFR,0.003676471,Sugarcane,"Sugar cane, at farm/SD Economic",N/A,Yes,N/A,South Africa,345.1728328,"Sugar cane, at farm/SD Economic",8759.36409,2.585344517,42323.09862,5.926945453,1.529509733,15.90343442,31516.72263
735,735,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,NEBİ GÜL,5016229,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2240,2.24,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.132404567,grape//[RoW] grape production,382.949959,0.9180138065,1063.384474,0.1653966465,0.01991306264,2.193273499,328.5163167
736,736,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,NECMİ TUR,5040310,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,14170,14.17,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,19.81525568,grape//[RoW] grape production,2422.50041,5.807256981,6726.856246,1.046281464,0.1259679007,13.87441316,2078.159021
737,737,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500016,SAUVIGNON BLANC ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,NECMİ TUR,5040310,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,10060,10.06,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,14.06785265,grape//[RoW] grape production,1719.855619,4.122865577,4775.735627,0.7428081533,0.08943098667,9.850147944,1475.390244
738,738,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,NECMİ TUR,5040310,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2000,2,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,2.796789792,grape//[RoW] grape production,341.9196062,0.8196551843,949.4504229,0.1476755772,0.01777952021,1.958279909,293.3181399
739,739,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,NEDİM YILMAZ - MUSA,5039046,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,6013,6.013,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,8.40854851,grape//[RoW] grape production,1027.981296,2.464293312,2854.522697,0.4439866228,0.05345412752,5.887568548,881.8609877
740,740,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,NEVZAT ALTIN,5004731,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1464,1.464,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,2.047250128,grape//[RoW] grape production,250.2851518,0.5999875949,694.9977096,0.1080985225,0.0130146088,1.433460894,214.7088784
741,741,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,NEVZAT KUMRAL,5003730,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,4081,4.081,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,5.706849571,grape//[RoW] grape production,697.6869565,1.672506404,1937.353588,0.3013320153,0.03627911099,3.995870155,598.5156645
742,742,Raw Materials,Raw Materials & Liquid,Sugar & Sweeteners,Sugar,,Raw materials,GRANULATED SUGAR (112A),3301012723,RAW SWEET,ACUCAR REFINADO,BR,NEWAGE INDUSTRIA DE BEBIDAS LTDA,1000064632,LEME,-22.1858,-47.39,BR,LE3,NEW AGE Co-Packer Leme,Kg,Kg,F22,43310,43.31,N/A,Sugar cane TO Sugar Raw Centrifugal,8.901990088,Sugarcane,"Sugar cane, at farm/BR Economic",N/A,Yes,N/A,Brazil,385.5451907,"Sugar cane, at farm/BR Economic",62211.22255,10.58220921,96552.12826,9.561088919,62274.86718,51.38946883,385.8113017
743,743,Raw Materials,Raw Materials & Liquid,Sugar & Sweeteners,Sugar,,Raw materials,Fructose,500914,FRUCTOSE,N/A,IN,NIHAL IMPORT,8100112,N/A,N/A,N/A,IN,1281,USL - Khasa,KG,Kg,F22,7300,7.3,N/A,Sugar cane TO Sugar Raw Centrifugal,8.901990088,Sugarcane,"Sugar cane, at farm/IN Economic",N/A,Yes,N/A,India,64.98452764,"Sugar cane, at farm/IN Economic",4839.04843,14.09487436,9288.736571,3.551491515,1.424362024,20.97754424,5021.090131
744,744,Raw Materials,Raw Materials & Liquid,Sugar & Sweeteners,Sugar,,Raw materials,Fructose,500914,FRUCTOSE,N/A,IN,NIHAL IMPORT,8100112,N/A,N/A,N/A,IN,1302,USL-BARWAHA,KG,Kg,F22,8000,8,N/A,Sugar cane TO Sugar Raw Centrifugal,8.901990088,Sugarcane,"Sugar cane, at farm/IN Economic",N/A,Yes,N/A,India,71.2159207,"Sugar cane, at farm/IN Economic",5303.066773,15.44643765,10179.43734,3.892045496,1.560944684,22.98908958,5502.564527
745,745,Raw Materials,Raw Materials & Liquid,Sugar & Sweeteners,Sugar,,Raw materials,Fructose,500914,FRUCTOSE,N/A,IN,NIHAL IMPORT,8100112,N/A,N/A,N/A,IN,1303,USL-HOSKOTE(BANGALORE),KG,Kg,F22,7000,7,N/A,Sugar cane TO Sugar Raw Centrifugal,8.901990088,Sugarcane,"Sugar cane, at farm/IN Economic",N/A,Yes,N/A,India,62.31393062,"Sugar cane, at farm/IN Economic",4640.183426,13.51563295,8907.007671,3.405539809,1.365826598,20.11545339,4814.743961
746,746,Raw Materials,Raw Materials & Liquid,Sugar & Sweeteners,Sugar,,Raw materials,Fructose,500914,FRUCTOSE,N/A,IN,NIHAL IMPORT,8100112,N/A,N/A,N/A,IN,1301,USL-GANGAPUR(AURANGBAD),KG,Kg,F22,4000,4,N/A,Sugar cane TO Sugar Raw Centrifugal,8.901990088,Sugarcane,"Sugar cane, at farm/IN Economic",N/A,Yes,N/A,India,35.60796035,"Sugar cane, at farm/IN Economic",2651.533386,7.723218827,5089.718669,1.946022748,0.7804723419,11.49454479,2751.282264
747,747,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,NİHAT DEMİR,5013491,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2519,2.519,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.522556743,grape//[RoW] grape production,430.6477441,1.032355705,1195.832808,0.1859973895,0.02239330571,2.466453546,369.4341972
748,748,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100400096,SULTANİYE SUMALIK YAŞ ÜZÜM,N/A,TR,NİHAT DERE,5009781,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,18140,18.14,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,25.36688341,grape//[RoW] grape production,3101.210829,7.434272522,8611.515336,1.339417485,0.1612602483,17.76159878,2660.395529
749,749,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100400087,SUMALIK YAŞ ÜZÜM,N/A,TR,NİHAT DERE,5009781,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,11140,11.14,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,15.57811914,grape//[RoW] grape production,1904.492207,4.565479377,5288.438856,0.822552965,0.09903192758,10.9076191,1633.782039
750,750,Raw Materials,Raw Materials & Liquid,Cereals,Sorghum,,Raw materials,SORGHUM (111A),308751,Grain - Sorghum,Grain - Sorghum,NG,NIKOY NIGERIA LTD (ERS),1000065752,KADUNA,10.33333,7.75,NG,BE2,Benin Brewery,Kg,Kg,F22,4854470,4854.47,N/A,,N/A,Sorghum,"Sorghum grain, at farm/EG Economic",N/A,Yes,N/A,Nigeria,4854.47,"Sorghum grain, at farm/EG Economic",2322826.102,17427.5473,4535087.858,1866.902412,46079.05253,16268.05695,1093423.034
751,751,Raw Materials,Raw Materials & Liquid,Cereals,Sorghum,,Raw materials,SORGHUM (111A),308751,Grain - Sorghum,Grain - Sorghum,NG,NIKOY NIGERIA LTD (ERS),1000065752,KADUNA,10.33333,7.75,NG,LA2,Ogba Brewery,Kg,Kg,F22,2941260,2941.26,N/A,,N/A,Sorghum,"Sorghum grain, at farm/EG Economic",N/A,Yes,N/A,Nigeria,2941.26,"Sorghum grain, at farm/EG Economic",1407370.012,10559.1234,2747750.53,1131.1318,27918.69639,9856.603331,662490.7418
752,752,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,NUR ÇETİNKAYA,5041303,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,14400,14.4,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,20.1368865,grape//[RoW] grape production,2461.821165,5.901517327,6836.043045,1.063264156,0.1280125455,14.09961535,2111.890607
753,753,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,NURİ SALIN,5013785,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,31678,31.678,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,44.29835352,grape//[RoW] grape production,5415.664643,12.98251846,15038.34525,2.339033467,0.2816098206,31.01719549,4645.866018
754,754,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,NURİ SALIN,5013785,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1117,1.117,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,1.562007099,grape//[RoW] grape production,190.9621001,0.4577774205,530.2680612,0.08247680986,0.009929862038,1.093699329,163.8181811
755,755,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,NURİYE EŞMELİ,5040313,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,21010,21.01,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,29.38027676,grape//[RoW] grape production,3591.865464,8.610477712,9973.976693,1.551331938,0.1867738598,20.57173045,3081.30706
756,756,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,NURSEL ŞAŞKIN,5040463,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3125,3.125,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,4.36998405,grape//[RoW] grape production,534.2493847,1.280711226,1483.516286,0.2307430894,0.02778050033,3.059812358,458.3095936
757,757,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200026,GAMAY ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,NUSRET MİRAN,5041527,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3091,3.091,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,4.322438624,grape//[RoW] grape production,528.4367514,1.266777087,1467.375629,0.2282326045,0.02747824849,3.0265216,453.3231852
758,758,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,OKAN ÇELİK,5041245,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,7126,7.126,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,9.964962029,grape//[RoW] grape production,1218.259557,2.920431422,3382.891857,0.5261680815,0.06334843051,6.977351317,1045.092533
759,759,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,ÖMER ÖNER,5026482,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,4815,4.815,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,6.733271424,grape//[RoW] grape production,823.171452,1.973319856,2285.801893,0.3555289521,0.04280419491,4.714558882,706.1634218
760,760,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,ÖMER ÖNER,5026482,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3675,3.675,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,5.139101243,grape//[RoW] grape production,628.2772765,1.506116401,1744.615152,0.2713538731,0.03266986839,3.598339334,538.9720821
761,761,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200020,EMİR ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,ÖMER ŞEN,5037830,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,6105,6.105,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,8.53720084,grape//[RoW] grape production,1043.709598,2.50199745,2898.197416,0.4507796994,0.05427198545,5.977649424,895.3536221
762,762,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,ÖMER USTA,5041460,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2246,2.246,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.140794936,grape//[RoW] grape production,383.9757178,0.920472772,1066.232825,0.1658396732,0.0199664012,2.199148338,329.3962711
763,763,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100300003,KARASAKIZ ŞARAPLIK YAŞ ÜZÜM,N/A,TR,ORHAN ÖZKAN,5040719,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1100,1.1,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,1.538234386,grape//[RoW] grape production,188.0557834,0.4508103514,522.1977326,0.08122156746,0.009778736117,1.07705395,161.324977
764,764,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,ORHAN PEHLİVAN,5041368,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2783,2.783,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.891732996,grape//[RoW] grape production,475.7811321,1.140550189,1321.160263,0.2054905657,0.02474020237,2.724946494,408.1521917
765,765,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100300003,KARASAKIZ ŞARAPLIK YAŞ ÜZÜM,N/A,TR,ORHAN UYSAL,5041272,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3529,3.529,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,4.934935588,grape//[RoW] grape production,603.3171452,1.446281573,1675.305271,0.260573556,0.03137196341,3.4553849,517.5598579
766,766,Raw Materials,Raw Materials & Liquid,Cereals,Maize,,Raw materials,MAIZE GRITS (105B),308752,Grain - Maize Grits,Grain - Maize Grits,GH,OSEBOBA COMPANY LTD,1000124040,ACCRA,5.884244349,-0.092088701,GH,KA2,Kaasi,Kg,Kg,F22,294420,294.42,N/A,,N/A,Maize,"Maize, at farm/ZA Economic",N/A,Yes,N/A,Ghana,294.42,"Maize, at farm/ZA Economic",109804.398,134.25552,574827.7587,137.558088,36.71171442,525.6974208,2280.327275
767,767,Raw Materials,Raw Materials & Liquid,Cereals,Maize,,Raw materials,MAIZE GRITS (105B),308752,Grain - Maize Grits,Grain - Maize Grits,GH,OSEBOBA COMPANY LTD,1000124040,ACCRA,5.884244349,-0.092088701,GH,AC2,Achimota,Kg,Kg,F22,82200,82.2,N/A,,N/A,Maize,"Maize, at farm/ZA Economic",N/A,Yes,N/A,Ghana,82.2,"Maize, at farm/ZA Economic",30656.61814,37.4832,160487.8805,38.40525384,10.2496533,146.7710345,636.6513892
768,768,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,OSMAN AFACAN,5004697,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,9910,9.91,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,13.85809342,grape//[RoW] grape production,1694.211649,4.061391438,4704.526846,0.731732485,0.08809752265,9.703276951,1453.391383
769,769,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100300003,KARASAKIZ ŞARAPLIK YAŞ ÜZÜM,N/A,TR,OSMAN AKGÜN,5037414,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2445,2.445,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.419075521,grape//[RoW] grape production,417.9967186,1.002028463,1160.703142,0.1805333931,0.02173546346,2.393997189,358.581426
770,770,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,OSMAN ANAYURT,5041465,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1460,1.46,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,2.041656548,grape//[RoW] grape production,249.6013126,0.5983482846,693.0988087,0.1078031713,0.01297904975,1.429544334,214.1222421
771,771,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500016,SAUVIGNON BLANC ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,OSMAN AYDOĞAN,5036346,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,11250,11.25,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,15.73194258,grape//[RoW] grape production,1923.297785,4.610560412,5340.658629,0.8306751217,0.1000098012,11.01532449,1649.914537
772,772,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,OSMAN AYDOĞAN,5036346,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,11115,11.115,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,15.54315927,grape//[RoW] grape production,1900.218212,4.555233687,5276.570725,0.8207070202,0.09880968358,10.8831406,1630.115563
773,773,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,OSMAN BELTEKİN,5036750,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,6947,6.947,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,9.714649343,grape//[RoW] grape production,1187.657752,2.847072283,3297.916044,0.5129511174,0.06175716346,6.802085265,1018.840559
774,774,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100400087,SUMALIK YAŞ ÜZÜM,N/A,TR,OSMAN BİÇER,5007234,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,6300,6.3,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,8.809887845,grape//[RoW] grape production,1077.04676,2.581913831,2990.768832,0.4651780682,0.05600548867,6.168581715,923.9521407
